408 6 590
408 7 590
408 5 586
408 1 479
738 8 316
738 5 315
738 4 315
738 7 315
738 6 315
738 8 310
738 8 307
408 1 307
738 7 302
738 6 302
298 7 295
298 5 294
298 1 294
782 8 289
625 8 287
782 7 282
782 6 282
782 4 280
782 3 279
625 8 268
625 7 267
625 5 267
625 4 265
132 14 263
625 3 263
768 8 257
768 8 255
768 8 254
768 8 253
880 15 249
880 1 249
880 19 249
880 14 249
880 5 248
880 6 248
880 7 248
880 1 247
850 5 219
850 1 218
633 30 213
633 6 213
633 7 213
633 13 213
633 15 213
633 25 213
647 1 196
647 2 165
647 1 163
844 8 162
844 6 162
844 25 162
844 13 162
844 14 162
844 7 162
844 15 162
887 6 162
887 7 162
844 13 147
844 14 147
844 15 147
844 7 145
844 8 145
844 13 141
844 15 141
844 14 141
844 8 136
844 8 133
844 8 132
844 8 131
844 8 130
777 14 129
777 15 129
777 29 129
777 8 129
777 13 129
844 8 127
844 7 127
844 25 127
844 6 127
777 29 123
777 8 123
777 29 122
77 5 121
77 6 121
777 8 121
777 6 120
777 5 120
777 7 120
77 1 120
777 8 120
777 29 120
777 6 119
777 1 119
777 7 119
777 5 119
844 30 115
844 13 115
887 14 115
887 19 114
887 6 114
887 136 114
844 6 114
887 7 114
844 7 114
844 8 114
887 14 113
887 136 113
887 19 113
887 8 112
887 7 110
887 6 110
675 15 109
675 14 109
887 5 109
675 13 109
675 30 109
675 29 108
675 8 107
675 7 107
675 6 107
887 4 106
675 1 106
255 14 105
530 7 104
530 6 104
530 25 103
887 3 101
530 2 100
255 8 99
255 7 98
530 3 98
530 4 98
530 6 97
530 7 97
728 13 96
728 15 96
178 1 96
178 14 96
178 15 96
444 6 95
444 7 95
887 2 95
178 29 95
255 2 95
728 5 95
728 6 95
728 7 95
178 8 94
887 1 93
178 21 93
178 5 93
628 7 92
628 6 92
628 5 92
628 1 92
628 7 91
628 6 91
628 25 91
444 15 91
444 14 91
444 27 91
444 26 91
178 4 91
628 26 90
444 29 90
444 8 90
628 27 90
628 14 90
628 7 89
628 1 89
255 8 88
711 14 88
711 13 88
711 15 88
255 29 88
444 6 86
164 7 86
164 6 86
444 7 86
164 5 85
144 25 84
144 6 84
844 30 83
115 13 83
115 7 83
115 14 83
115 15 83
844 13 83
115 5 83
844 7 83
844 25 83
844 14 83
115 6 83
844 15 83
115 1 82
844 8 82
844 6 81
844 7 81
844 25 81
844 14 81
844 15 81
122 30 81
122 8 81
122 13 81
712 15 79
164 4 79
444 14 79
712 26 79
712 14 79
444 15 79
444 7 78
712 19 78
712 34 78
712 8 78
712 14 78
444 8 78
408 1 78
712 5 77
712 6 77
712 25 77
144 15 75
144 29 75
144 30 75
164 3 75
144 14 75
575 8 75
712 7 75
712 6 74
712 5 74
768 8 73
768 7 73
790 14 73
768 6 73
790 15 73
790 8 73
790 34 73
493 7 72
790 6 72
493 21 72
844 8 72
790 7 72
493 6 72
493 5 72
790 1 72
127 4 72
790 5 72
844 8 71
712 4 71
493 4 70
293 6 68
493 3 68
293 7 68
293 5 68
575 8 68
575 8 67
293 4 66
436 34 66
436 8 66
436 14 66
436 19 66
444 13 66
444 30 66
444 14 66
444 15 66
505 30 65
444 5 65
436 8 65
444 6 65
575 8 65
505 13 65
505 25 65
575 29 65
505 14 65
151 21 64
444 4 64
293 3 64
841 13 64
151 5 64
151 7 64
841 14 64
841 15 64
808 14 63
844 8 63
436 25 63
122 7 63
151 1 63
436 7 63
575 7 63
808 30 63
808 13 63
444 3 62
436 14 62
436 34 62
436 8 62
622 6 61
296 6 61
622 7 61
296 4 61
808 8 61
712 2 61
436 8 60
622 5 60
214 6 60
214 7 60
808 8 60
214 26 60
214 27 60
214 14 60
255 8 60
844 7 60
844 6 60
575 4 60
808 7 59
808 6 59
808 25 59
712 1 58
436 14 58
436 6 58
952 8 57
436 1 57
959 6 57
436 19 57
436 34 57
622 4 57
575 3 57
529 7 56
529 6 56
600 15 56
345 26 56
255 8 56
257 1 56
100 19 56
100 14 56
164 2 56
257 15 56
257 14 56
257 30 56
952 7 56
345 25 56
345 14 56
